,CB Link ID,Borough,Latitude,Longitude,Project Status,Active_date,Install_date,neighborhood,Census Tract (CT),IxN Corner,Location,year
666,LINK-012080,Bronx,40.816679,-73.916483,Live,2016-12-22,2016-10-22,Melrose South-Mott Haven North,2007100.0,NE,"(40.81667907, -73.91648285)",2016
667,LINK-021387,Queens,40.69414,-73.850569,Live,2017-08-09,2017-07-15,Woodhaven,4002000.0,SW,"(40.69414034, -73.85056916)",2017
668,LINK-020515,Bronx,40.812841,-73.916074,Live,2018-05-31,2018-02-12,Mott Haven-Port Morris,2004300.0,SE,"(40.81284091, -73.91607435)",2018
669,LINK-000520,Manhattan,40.754881,-73.991662,Live,2018-05-16,2017-11-18,Clinton,1011500.0,NW,"(40.75488084, -73.99166162)",2017
670,LINK-001131,Queens,40.726241,-73.852519,Live,2017-08-09,2016-11-05,Forest Hills,4071305.0,SE,"(40.72624127, -73.85251864)",2016
671,LINK-000165,Manhattan,40.760632,-73.984283,Live,2016-07-19,2016-04-30,Midtown-Midtown South,1012500.0,NW,"(40.76063217, -73.98428289)",2016
672,LINK-003239,Manhattan,40.726263,-73.989248,Live,2016-11-16,2016-09-02,East Village,1003800.0,NE,"(40.726263, -73.989248)",2016
673,LINK-000558,Manhattan,40.766011,-73.983548,Live,2016-07-07,2016-03-10,Clinton,1013900.0,SW,"(40.76601142, -73.98354761)",2016
674,LINK-013117,Brooklyn,40.676409,-73.98029,Live,2017-04-03,2017-03-11,Park Slope-Gowanus,3013100.0,NE,"(40.676409, -73.98029)",2017
675,LINK-002670,Brooklyn,40.680732,-73.977446,Live,2017-06-23,2017-04-28,Park Slope-Gowanus,3012902.0,SE,"(40.6807318, -73.97744609)",2017
676,LINK-000959,Manhattan,40.781853,-73.980836,Live,2016-06-27,2016-05-25,Upper West Side,1016300.0,NE,"(40.78185329, -73.98083572)",2016
677,LINK-012758,Manhattan,40.788986,-73.970482,Live,2018-05-21,2018-02-26,Upper West Side,1017300.0,SW,"(40.78898616, -73.97048243)",2018
678,LINK-010367,Manhattan,40.778233,-73.952821,Live,2017-02-01,2016-11-04,Yorkville,1014601.0,SW,"(40.77823256, -73.95282089)",2016
679,LINK-006197,Brooklyn,40.679143,-73.925474,Live,2017-01-17,2016-12-22,Crown Heights North,3038100.0,NW,"(40.679143, -73.925474)",2016
680,LINK-020932,Queens,40.753641,-73.918402,Live,2017-11-07,2017-09-30,Hunters Point-Sunnyside-West Maspeth,4017100.0,MIDBLOCK,"(40.75364064, -73.91840166)",2017
681,LINK-000903,Manhattan,40.793009,-73.943784,Live,2016-03-22,2016-02-27,East Harlem South,1017200.0,NW,"(40.7930088, -73.94378353)",2016
682,LINK-000111,Manhattan,40.766175,-73.981988,Live,2016-07-19,2016-05-26,Midtown-Midtown South,1013700.0,SW,"(40.76617479, -73.98198781)",2016
683,LINK-000525,Manhattan,40.755878,-73.990933,Live,2016-04-11,2016-03-12,Clinton,1011500.0,SW,"(40.75587809, -73.99093285)",2016
684,LINK-018043,Queens,40.727489,-73.856071,Live,2017-04-05,2017-03-04,Forest Hills,4071306.0,SE,"(40.72748901, -73.85607116)",2017
685,LINK-014013,Manhattan,40.744614,-73.985069,Live,2017-06-21,2017-01-29,Midtown-Midtown South,1007400.0,NE,"(40.744614, -73.985069)",2017
686,LINK-001714,Staten Island,40.570312,-74.109657,Live,2017-02-22,2017-01-31,New Dorp-Midland Beach,5012804.0,SW,"(40.57031185, -74.10965729)",2017
687,LINK-001752,Staten Island,40.590983,-74.100732,Live,2017-02-28,2017-01-31,Old Town-Dongan Hills-South Beach,5009602.0,NE,"(40.590983, -74.100732)",2017
688,LINK-011461,Bronx,40.81886,-73.914242,Live,2017-03-06,2017-01-21,Melrose South-Mott Haven North,2006700.0,SW,"(40.81886036, -73.91424246)",2017
689,LINK-022138,Brooklyn,40.650962,-73.947834,Live,2017-10-30,2017-09-17,Erasmus,3081800.0,NW,"(40.650962, -73.947834)",2017
690,LINK-001557,Manhattan,40.799331,-73.968232,Live,2016-07-07,2016-06-11,Upper West Side,1019100.0,NE,"(40.79933067, -73.96823224)",2016
691,LINK-000298,Manhattan,40.746539,-73.977688,Live,2016-01-27,2016-01-15,Murray Hill-Kips Bay,1008000.0,NW,"(40.74653888, -73.97768758)",2016
692,LINK-021393,Queens,40.695221,-73.841187,Live,2017-08-10,2017-07-15,Richmond Hill,4012602.0,MIDBLOCK,"(40.69522138, -73.84118746)",2017
693,LINK-012691,Manhattan,40.765875,-73.991057,Live,2018-02-23,2017-09-23,Clinton,1013500.0,SW,"(40.7658753, -73.99105738)",2017
694,LINK-019379,Bronx,40.844258,-73.914961,Live,2018-01-12,2017-09-16,West Concourse,2020900.0,SW,"(40.84425807, -73.91496083)",2017
695,LINK-018389,Staten Island,40.579839,-74.100012,Live,2017-05-25,2017-04-10,Old Town-Dongan Hills-South Beach,5011201.0,NE,"(40.57983879, -74.1000124)",2017
696,LINK-008214,Manhattan,40.742125,-74.004363,Live,2021-05-18,2018-05-19,Hudson Yards-Chelsea-Flatiron-Union Square,1008300.0,SE,"(40.74212485, -74.00436342)",2018
697,LINK-012359,Manhattan,40.755812,-73.964595,Live,2019-01-23,2018-04-23,Turtle Bay-East Midtown,1008603.0,NE,"(40.75581174, -73.96459519)",2018
698,LINK-000908,Manhattan,40.797709,-73.940035,Live,2016-03-22,2016-03-05,East Harlem North,1018800.0,SE,"(40.797709, -73.940035)",2016
699,LINK-010618,Manhattan,40.751234,-74.005146,Live,2017-10-06,2017-06-10,Hudson Yards-Chelsea-Flatiron-Union Square,1009900.0,SE,"(40.75123392, -74.0051459)",2017
700,LINK-011048,Manhattan,40.792379,-73.96801,Live,2018-05-31,2018-01-26,Upper West Side,1018100.0,NW,"(40.79237863, -73.96800953)",2018
701,LINK-011377,Manhattan,40.732909,-74.003877,Live,2019-02-13,2018-08-06,West Village,1007300.0,SE,"(40.73290856, -74.00387699)",2018
702,LINK-011338,Manhattan,40.803834,-73.938107,Live,2018-04-10,2018-01-27,East Harlem North,1019600.0,NW,"(40.80383351, -73.93810707)",2018
703,LINK-018124,Brooklyn,40.679015,-73.921802,Live,2017-04-28,2017-03-31,Stuyvesant Heights,3037900.0,NE,"(40.679015, -73.921802)",2017
704,LINK-020776,Brooklyn,40.704496,-73.942989,Live,2018-04-26,2017-06-27,East Williamsburg,3049100.0,NW,"(40.704496, -73.942989)",2017
705,LINK-011039,Queens,40.74749,-73.88469,Live,2017-10-04,2017-08-31,Elmhurst,4026901.0,SW,"(40.74748994, -73.8846895)",2017
706,LINK-018068,Brooklyn,40.683077,-73.964633,Live,2017-07-25,2017-03-24,Clinton Hill,3020100.0,NE,"(40.68307692, -73.96463345)",2017
707,LINK-011098,Manhattan,40.818029,-73.941924,Live,2017-09-15,2017-08-13,Central Harlem North-Polo Grounds,1023000.0,NW,"(40.81802907, -73.94192414)",2017
708,LINK-000054,Brooklyn,40.687497,-73.990023,Live,2019-02-01,2017-07-01,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3004300.0,NW,"(40.6874966, -73.99002262)",2017
709,LINK-002070,Manhattan,40.830209,-73.947911,Live,2016-07-20,2016-07-15,Hamilton Heights,1023700.0,SW,"(40.83020903, -73.94791148)",2016
710,LINK-000483,Manhattan,40.745924,-73.997757,Live,2016-04-07,2016-03-16,Hudson Yards-Chelsea-Flatiron-Union Square,1009100.0,NE,"(40.74592407, -73.99775661)",2016
711,LINK-010861,Manhattan,40.757701,-73.963213,Live,2018-03-06,2017-10-25,Turtle Bay-East Midtown,1010601.0,NE,"(40.75770122, -73.96321332)",2017
712,LINK-020492,Manhattan,40.755015,-73.968276,Live,2019-02-01,2018-05-19,Turtle Bay-East Midtown,1009800.0,NE,"(40.75501502, -73.96827641)",2018
713,LINK-013612,Queens,40.695248,-73.84311,Live,2017-07-07,2017-05-20,Richmond Hill,4002600.0,NW,"(40.695248, -73.84311)",2017
714,LINK-021123,Brooklyn,40.714191,-73.951552,Live,2018-06-13,2018-03-04,East Williamsburg,3050100.0,NE,"(40.71419088, -73.95155241)",2018
715,LINK-012317,Manhattan,40.720486,-73.989083,Live,2016-12-28,2016-11-17,Chinatown,1003001.0,NW,"(40.72048554, -73.98908323)",2016
716,LINK-001048,Brooklyn,40.656011,-74.002446,Live,2017-04-13,2017-02-24,Sunset Park West,3010100.0,NE,"(40.656011, -74.002446)",2017
717,LINK-013019,Bronx,40.80682,-73.917657,Live,2018-07-26,2018-06-05,Mott Haven-Port Morris,2002500.0,SW,"(40.80681954, -73.9176574)",2018
718,LINK-000992,Manhattan,40.787028,-73.977832,Live,2016-12-14,2016-11-02,Upper West Side,1017100.0,SW,"(40.787028, -73.977832)",2016
720,LINK-000258,Manhattan,40.736789,-73.984486,Live,2016-03-16,2016-01-29,Gramercy,1006400.0,SE,"(40.736789, -73.984486)",2016
721,LINK-010356,Manhattan,40.814863,-73.947877,Live,2016-10-25,2016-09-17,Central Harlem North-Polo Grounds,1021500.0,SE,"(40.81486349, -73.9478767)",2016
722,LINK-005221,Manhattan,40.825947,-73.946953,Live,2016-07-21,2016-07-14,Hamilton Heights,1023100.0,NE,"(40.82594748, -73.94695314)",2016
723,LINK-005932,Manhattan,40.803834,-73.936351,Live,2016-11-02,2016-10-15,East Harlem North,1019600.0,SW,"(40.80383418, -73.93635101)",2016
724,LINK-000032,Brooklyn,40.67762,-73.979738,Live,2017-04-03,2017-02-24,Park Slope-Gowanus,3013100.0,SW,"(40.67761961, -73.97973799)",2017
725,LINK-006040,Manhattan,40.833861,-73.941447,Live,2016-07-21,2016-07-15,Washington Heights South,1024500.0,MIDBLOCK,"(40.83386084, -73.94144661)",2016
726,LINK-000865,Manhattan,40.776833,-73.955586,Live,2016-03-30,2016-02-15,Upper East Side-Carnegie Hill,1014000.0,SW,"(40.776833, -73.955586)",2016
727,LINK-008837,Manhattan,40.744742,-73.985367,Live,2016-11-21,2016-10-29,Midtown-Midtown South,1007400.0,NW,"(40.744742, -73.985367)",2016
728,LINK-021280,Brooklyn,40.721943,-73.959775,Live,2018-02-01,2017-12-19,North Side-South Side,3055700.0,NE,"(40.72194342, -73.95977484)",2017
730,LINK-000292,Manhattan,40.745116,-73.978416,Live,2016-02-19,2016-02-06,Murray Hill-Kips Bay,1007000.0,NE,"(40.745116, -73.978416)",2016
731,LINK-018415,Staten Island,40.590453,-74.100922,Live,2018-07-19,2018-07-12,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5018100.0,MIDBLOCK,"(40.59045311, -74.10092195)",2018
732,LINK-000270,Manhattan,40.740218,-73.981988,Live,2018-05-09,2018-03-18,Murray Hill-Kips Bay,1006600.0,NE,"(40.74021823, -73.98198848)",2018
733,LINK-002058,Manhattan,40.82732,-73.950026,Live,2016-07-20,2016-07-14,Hamilton Heights,1023300.0,NW,"(40.82732011, -73.95002586)",2016
734,LINK-012363,Manhattan,40.754991,-73.96519,Live,2018-05-09,2018-01-24,Turtle Bay-East Midtown,1008603.0,SE,"(40.75499065, -73.96518956)",2018
735,LINK-001355,Queens,40.75191,-73.929992,Live,2018-04-23,2018-03-09,Hunters Point-Sunnyside-West Maspeth,4017100.0,SE,"(40.75191, -73.929992)",2018
736,LINK-001091,Brooklyn,40.651341,-73.940166,Live,2018-07-24,2018-02-26,East Flatbush-Farragut,3081400.0,NW,"(40.651341, -73.940166)",2018
737,LINK-018141,Queens,40.735387,-73.876254,Live,2017-04-10,2017-03-04,Elmhurst,4047500.0,SW,"(40.7353874, -73.87625423)",2017
738,LINK-021386,Queens,40.69374,-73.852557,Live,2018-02-26,2017-10-14,Woodhaven,4001400.0,SW,"(40.69373978, -73.85255707)",2017
739,LINK-010341,Manhattan,40.809437,-73.95184,Live,2016-10-14,2016-09-17,Central Harlem South,1025700.0,SW,"(40.80943715, -73.95184032)",2016
740,LINK-012609,Manhattan,40.744175,-73.987549,Live,2018-04-04,2017-08-12,Hudson Yards-Chelsea-Flatiron-Union Square,1005600.0,NE,"(40.74417468, -73.98754894)",2017
741,LINK-000465,Manhattan,40.744403,-73.998993,Live,2016-04-07,2016-03-11,Hudson Yards-Chelsea-Flatiron-Union Square,1008700.0,SE,"(40.744403, -73.998993)",2016
742,LINK-014643,Manhattan,40.80595,-73.950754,Live,2017-01-09,2016-10-22,Central Harlem South,1022000.0,NW,"(40.80595028, -73.95075428)",2016
743,LINK-001046,Brooklyn,40.659745,-73.998986,Live,2017-04-13,2017-03-03,Sunset Park West,3010100.0,SW,"(40.65974544, -73.99898564)",2017
744,LINK-008590,Manhattan,40.736387,-73.994742,Live,2016-12-28,2016-10-01,West Village,1006300.0,NW,"(40.736387, -73.994742)",2016
745,LINK-001601,Manhattan,40.802298,-73.967585,Live,2017-10-16,2017-05-09,Morningside Heights,1019500.0,NE,"(40.802298, -73.967585)",2017
747,LINK-012809,Manhattan,40.739464,-73.987052,Live,2018-09-21,2018-05-12,Hudson Yards-Chelsea-Flatiron-Union Square,1005600.0,SW,"(40.73946433, -73.98705217)",2018
748,LINK-011231,Manhattan,40.766437,-73.990262,Live,2017-11-08,2017-09-23,Clinton,1013300.0,SE,"(40.7664369, -73.99026177)",2017
749,LINK-011622,Brooklyn,40.682133,-73.973933,Live,2018-02-14,2017-12-08,Prospect Heights,3016100.0,NE,"(40.68213254, -73.97393282)",2017
750,LINK-001710,Staten Island,40.561755,-74.112161,Live,2017-01-25,2016-12-20,Oakwood-Oakwood Beach,5012806.0,NW,"(40.56175506, -74.11216061)",2016
751,LINK-000991,Manhattan,40.786403,-73.9783,Live,2016-04-25,2016-03-29,Upper West Side,1017100.0,NE,"(40.786403, -73.9783)",2016
752,LINK-014645,Manhattan,40.819916,-73.940552,Live,2017-09-15,2017-07-19,Central Harlem North-Polo Grounds,1023200.0,NW,"(40.81991621, -73.94055195)",2017
753,LINK-001539,Manhattan,40.795774,-73.970752,Live,2017-10-10,2017-07-18,Upper West Side,1018300.0,SE,"(40.7957738, -73.9707519)",2017
754,LINK-010803,Manhattan,40.729963,-73.983281,Live,2018-02-15,2017-07-29,East Village,1003400.0,NE,"(40.72996268, -73.9832813)",2017
755,LINK-013954,Manhattan,40.739409,-73.986712,Live,2017-08-07,2017-03-11,Gramercy,1006800.0,SE,"(40.739409, -73.986712)",2017
756,LINK-000951,Manhattan,40.780321,-73.981311,Live,2016-05-26,2016-05-05,Upper West Side,1016300.0,NE,"(40.78032124, -73.98131051)",2016
757,LINK-000761,Manhattan,40.763742,-73.971424,Live,2017-04-17,2017-01-21,Upper East Side-Carnegie Hill,1011401.0,NW,"(40.763742, -73.971424)",2017
758,LINK-013751,Manhattan,40.746465,-73.983714,Live,2018-02-09,2017-10-28,Midtown-Midtown South,1007400.0,NE,"(40.74646478, -73.98371405)",2017
759,LINK-002667,Brooklyn,40.665618,-73.989159,Live,2017-06-12,2017-02-27,Park Slope-Gowanus,3014100.0,NE,"(40.665618, -73.989159)",2017
760,LINK-011178,Manhattan,40.736756,-73.981862,Live,2018-04-10,2018-01-24,Gramercy,1006400.0,NW,"(40.73675561, -73.98186157)",2018
761,LINK-018095,Brooklyn,40.674039,-73.956826,Live,2018-06-18,2018-04-28,Crown Heights North,3021700.0,MIDBLOCK,"(40.67403887, -73.95682638)",2018
762,LINK-018111,Brooklyn,40.680059,-73.94226,Live,2017-03-24,2017-03-02,Bedford,3026900.0,NE,"(40.680059, -73.94226)",2017
763,LINK-011778,Queens,40.745496,-73.952966,Live,2018-06-28,2018-04-28,Hunters Point-Sunnyside-West Maspeth,4000700.0,NE,"(40.74549641, -73.95296626)",2018
764,LINK-014236,Manhattan,40.799528,-73.943527,Live,2017-06-21,2016-12-18,East Harlem North,1018400.0,NW,"(40.799528, -73.943527)",2016
765,LINK-010675,Manhattan,40.790301,-73.972981,Live,2017-05-31,2017-04-07,Upper West Side,1017700.0,NE,"(40.79030079, -73.97298135)",2017
766,LINK-000223,Manhattan,40.733107,-73.987162,Live,2016-01-27,2016-01-15,East Village,1004000.0,SE,"(40.733107, -73.987162)",2016
767,LINK-001602,Manhattan,40.802455,-73.968149,Live,2016-07-01,2016-05-20,Morningside Heights,1019500.0,NW,"(40.802455, -73.968149)",2016
769,LINK-001608,Manhattan,40.805114,-73.966788,Live,2020-12-07,2018-05-01,Morningside Heights,1019900.0,NW,"(40.80511381, -73.96678806)",2018
770,LINK-000924,Manhattan,40.773806,-73.98193,Live,2017-10-16,2017-07-28,Lincoln Square,1015300.0,NE,"(40.773806, -73.98193)",2017
771,LINK-013776,Manhattan,40.761748,-73.963311,Live,2018-02-16,2017-11-11,Lenox Hill-Roosevelt Island,1011000.0,SE,"(40.76174825, -73.96331113)",2017
772,LINK-018416,Staten Island,40.591436,-74.100862,Live,2017-05-25,2017-04-10,Old Town-Dongan Hills-South Beach,5009602.0,MIDBLOCK,"(40.59143558, -74.10086158)",2017
773,LINK-002118,Manhattan,40.837104,-73.942288,Live,2018-03-06,2017-11-11,Washington Heights South,1024500.0,NE,"(40.837104, -73.942288)",2017
774,LINK-002056,Manhattan,40.826928,-73.949868,Live,2018-03-13,2017-10-28,Hamilton Heights,1022900.0,SE,"(40.826928, -73.949868)",2017
775,LINK-010992,Manhattan,40.72287,-74.00798,Live,2017-10-10,2017-08-05,SoHo-TriBeCa-Civic Center-Little Italy,1003300.0,NE,"(40.72287042, -74.00797977)",2017
776,LINK-001488,Manhattan,40.790901,-73.974302,Live,2016-06-27,2016-05-20,Upper West Side,1017900.0,SE,"(40.79090129, -73.97430229)",2016
777,LINK-001703,Manhattan,40.826376,-73.950716,Live,2016-10-21,2016-10-03,Hamilton Heights,1022900.0,SW,"(40.82637629, -73.95071631)",2016
778,LINK-013597,Queens,40.747729,-73.883665,Live,2017-09-07,2017-07-08,Jackson Heights,4028300.0,NE,"(40.74772878, -73.88366475)",2017
779,LINK-000472,Manhattan,40.763424,-73.985061,Live,2016-04-07,2016-03-18,Midtown-Midtown South,1013100.0,SE,"(40.763424, -73.985061)",2016
780,LINK-011073,Queens,40.747667,-73.94142,Live,2017-10-18,2017-09-16,Hunters Point-Sunnyside-West Maspeth,4001900.0,MIDBLOCK,"(40.74766699, -73.94141973)",2017
781,LINK-012695,Manhattan,40.741323,-73.985385,Live,2018-06-07,2018-04-07,Gramercy,1006800.0,SE,"(40.74132322, -73.98538547)",2018
782,LINK-012575,Manhattan,40.740612,-73.979079,Live,2019-01-17,2018-04-23,Murray Hill-Kips Bay,1006600.0,NW,"(40.74061156, -73.97907885)",2018
783,LINK-001824,Queens,40.713983,-73.830838,Live,2016-11-30,2016-11-05,Kew Gardens,4077300.0,SE,"(40.713983, -73.830838)",2016
784,LINK-012677,Manhattan,40.744984,-73.982723,Live,2019-02-04,2018-04-14,Murray Hill-Kips Bay,1007200.0,SE,"(40.74498361, -73.98272283)",2018
785,LINK-018228,Bronx,40.808544,-73.929074,Live,2017-10-26,2017-06-10,Mott Haven-Port Morris,2001900.0,MIDBLOCK,"(40.80854426, -73.92907378)",2017
786,LINK-012405,Manhattan,40.757407,-73.978258,Live,2017-10-20,2017-02-11,Midtown-Midtown South,1009600.0,NW,"(40.7574068, -73.97825829)",2017
787,LINK-000076,Bronx,40.859154,-73.898553,Live,2016-07-15,2016-05-12,Fordham South,2038301.0,SE,"(40.85915372, -73.89855259)",2016
788,LINK-008305,Manhattan,40.728824,-73.98468,Live,2017-10-06,2017-08-26,East Village,1004000.0,SW,"(40.728824, -73.98468)",2017
789,LINK-014174,Manhattan,40.758482,-73.993016,Live,2020-11-09,2019-04-06,Clinton,1011500.0,SW,"(40.75848241, -73.99301581)",2019
790,LINK-018080,Brooklyn,40.668156,-73.958801,Live,2017-04-20,2017-02-27,Crown Heights South,3032500.0,NE,"(40.668156, -73.958801)",2017
791,LINK-021329,Queens,40.765785,-73.919173,Live,2017-10-09,2017-09-16,Astoria,4006300.0,SW,"(40.76578525, -73.919173)",2017
792,LINK-010722,Manhattan,40.727803,-74.005232,Live,2019-02-13,2018-07-31,SoHo-TriBeCa-Civic Center-Little Italy,1003700.0,SE,"(40.72780341, -74.00523226)",2018
793,LINK-014248,Queens,40.767433,-73.922687,Live,2017-10-09,2017-09-16,Old Astoria,4007300.0,MIDBLOCK,"(40.76743258, -73.92268748)",2017
794,LINK-003309,Manhattan,40.759971,-73.984342,Live,2016-11-10,2016-10-22,Midtown-Midtown South,1012500.0,NW,"(40.759971, -73.984342)",2016
795,LINK-000552,Manhattan,40.764744,-73.98447,Live,2016-04-15,2016-03-10,Clinton,1013300.0,SW,"(40.764744, -73.98447)",2016
796,LINK-013607,Queens,40.722499,-73.850777,Live,2017-03-09,2017-02-25,Forest Hills,4071100.0,SE,"(40.72249917, -73.85077696)",2017
797,LINK-010872,Manhattan,40.719504,-73.989474,Live,2016-12-28,2016-11-04,Chinatown,1001800.0,NE,"(40.71950376, -73.98947427)",2016
798,LINK-021928,Brooklyn,40.676994,-73.898358,Live,2018-01-22,2017-09-23,East New York,3119800.0,SW,"(40.67699412, -73.89835842)",2017
799,LINK-000064,Bronx,40.863114,-73.904575,Live,2017-03-30,2017-02-18,Kingsbridge Heights,2026300.0,MIDBLOCK,"(40.86311405, -73.90457508)",2017
800,LINK-000070,Bronx,40.862644,-73.903244,Live,2016-09-15,2016-08-13,Kingsbridge Heights,2025300.0,SE,"(40.86264365, -73.90324404)",2016
801,LINK-014639,Manhattan,40.795399,-73.969254,Live,2016-11-23,2016-10-22,Upper West Side,1018500.0,NE,"(40.795399, -73.969254)",2016
802,LINK-008203,Manhattan,40.727978,-74.006987,Live,2017-05-10,2017-03-11,SoHo-TriBeCa-Civic Center-Little Italy,1003700.0,SE,"(40.72797798, -74.00698658)",2017
803,LINK-000889,Manhattan,40.782766,-73.951257,Live,2016-03-23,2016-02-22,Upper East Side-Carnegie Hill,1015801.0,NW,"(40.78276562, -73.95125729)",2016
804,LINK-000341,Manhattan,40.756577,-73.97047,Live,2019-02-04,2018-05-19,Turtle Bay-East Midtown,1010000.0,NW,"(40.756577, -73.97047)",2018
805,LINK-000834,Manhattan,40.767331,-73.962523,Live,2016-04-15,2016-03-19,Upper East Side-Carnegie Hill,1012000.0,NW,"(40.76733135, -73.96252262)",2016
806,LINK-022142,Brooklyn,40.648607,-73.95782,Live,2019-03-01,2017-09-17,Erasmus,3079400.0,MIDBLOCK,"(40.64860712, -73.95781959)",2017
807,LINK-000528,Manhattan,40.758831,-73.98878,Live,2016-04-11,2016-03-11,Clinton,1012100.0,NW,"(40.75883097, -73.98877954)",2016
808,LINK-012596,Manhattan,40.767047,-73.989933,Live,2018-02-08,2017-09-23,Clinton,1013300.0,SE,"(40.76704736, -73.98993307)",2017
810,LINK-010287,Bronx,40.854346,-73.910218,Live,2017-01-17,2016-12-06,University Heights-Morris Heights,2024300.0,SW,"(40.85434622, -73.91021789)",2016
811,LINK-012484,Manhattan,40.778795,-73.960116,Live,2018-05-17,2018-02-04,Upper East Side-Carnegie Hill,1014200.0,SE,"(40.77879465, -73.96011567)",2018
812,LINK-000781,Queens,40.701853,-73.806477,Live,2016-09-23,2016-08-27,Jamaica,4024000.0,NE,"(40.701853, -73.806477)",2016
813,LINK-020767,Brooklyn,40.720111,-73.947627,Live,2017-08-15,2017-06-30,Greenpoint,3049900.0,MIDBLOCK,"(40.720111, -73.947627)",2017
814,LINK-008212,Manhattan,40.743414,-74.003725,Live,2018-05-08,2017-10-28,Hudson Yards-Chelsea-Flatiron-Union Square,1008300.0,SW,"(40.74341383, -74.00372466)",2017
815,LINK-013093,Brooklyn,40.641858,-73.962836,Live,2018-04-23,2017-12-02,Flatbush,3051400.0,SE,"(40.64185835, -73.96283585)",2017
816,LINK-000653,Manhattan,40.745863,-73.980233,Live,2018-06-12,2018-05-12,Murray Hill-Kips Bay,1007200.0,NW,"(40.74586329, -73.9802333)",2018
817,LINK-011299,Manhattan,40.846771,-73.935456,Live,2018-02-20,2017-12-06,Washington Heights South,1026100.0,NE,"(40.846771, -73.935456)",2017
818,LINK-021504,Brooklyn,40.681596,-73.977038,Live,2017-08-15,2017-07-20,Park Slope-Gowanus,3012901.0,SW,"(40.681596, -73.977038)",2017
819,LINK-011205,Queens,40.748869,-73.872933,Live,2017-09-08,2017-08-05,Jackson Heights,4027300.0,NW,"(40.7488692, -73.8729333)",2017
820,LINK-001123,Queens,40.717664,-73.836262,Live,2016-07-29,2016-07-20,Forest Hills,4076901.0,SW,"(40.717664, -73.836262)",2016
